symptom,disease
"Doctor, I'm dealing with vision is blurry, light hurts my eyes, double vision, faded colors, trouble with seeing at night, frequent prescription changes and also cloudy vision.",cataract
"I keep having vision is blurry, trouble with seeing at night, photosensitivity, faded colors, frequent prescription changes, double vision and also cloudy vision and it's getting worse.",cataract
"I wanted to tell you about can't see clearly, frequent prescription changes, faded colors, trouble with seeing at night, cloudy vision and light hurts my eyes.",cataract
"I've been going through cloudy vision, photosensitivity, fuzzy vision and trouble with seeing at night and I'm worried.",cataract
"I keep having trouble with seeing at night, frequent prescription changes as well as cloudy vision for a while now.",cataract
"Doctor, I'm struggling with photosensitivity, frequent prescription changes, hazy eyesight and cloudy vision.",cataract
My problem is cloudy vision and trouble with seeing at night and it's getting worse.,cataract
"I'm suffering from trouble with seeing at night, light hurts my eyes, cloudy vision, frequent prescription changes and can't see clearly recently.",cataract
I've been experiencing faded colors combined with photosensitivity recently.,cataract
"My problem is trouble with seeing at night, cloudy vision, light hurts my eyes, double vision and faded colors.",cataract
"been dealing with faded colors, bright lights are painful, trouble with seeing at night and double vision.",cataract
"Lately I've had bright lights are painful, trouble with seeing at night, double vision and faded colors and it's getting worse.",cataract
"I keep having cloudy vision, trouble with seeing at night, double vision, photosensitivity and faded colors recently.",cataract
"I've been experiencing constant headaches, tingling sensation, also loss of sensation and I don't know what to do.",cervical spondylosis
"Lately I've had tingling sensation, shoulder pain, neck pain, my head's been pounding and also loss of sensation since a few days.",cervical spondylosis
"I've been dealing with neck pain, throbbing head pain, tingling sensation, neck feels locked up and shoulder pain.",cervical spondylosis
"I've been experiencing terrible head pain, tingling sensation, neck pain, can barely move my neck and numbness in my body and I'm worried.",cervical spondylosis
"For a while now I've had loss of sensation, neck pain along with tingling sensation.",cervical spondylosis
"Been having neck feels locked up, tingling sensation, my head's been pounding, shoulder pain, loss of sensation plus neck pain.",cervical spondylosis
"Recently I've been having pins and needles, throbbing head pain and stiff neck.",cervical spondylosis
"Doctor, I'm dealing with shoulder pain, neck pain, tingling sensation, constant headaches, pins and needles and can barely move my neck and I don't know what to do.",cervical spondylosis
"Lately I've had neck pain, body parts going numb, tingling sensation, shoulder pain and throbbing head pain.",cervical spondylosis
"I've been struggling with rigid neck, shoulder pain, constant headaches and neck pain.",cervical spondylosis
"Lately I've been dealing with stiff neck, shoulder pain, feeling unsteady, constant headaches, neck pain plus tingling sensation and I don't know what to do, kinda worried",cervical spondylosis
"I wanted to tell you about neck pain, tingling sensation, shoulder pain, lightheadedness, my head's been pounding and neck feels locked up and I don't know what to do.",cervical spondylosis
"Been having a spinning feeling, shoulder pain, rigid neck, tingling sensation, throbbing head pain and also neck pain and I'm worried.",cervical spondylosis
"I have rigid neck, tingling sensation, shoulder pain and my head's been pounding.",cervical spondylosis
"Doctor, I'm dealing with neck pain, throbbing head pain, shoulder pain, lightheadedness and also tingling sensation recently.",cervical spondylosis
"Recently I've been having shoulder pain, neck pain and tingling sensation for a while now.",cervical spondylosis
"I've been experiencing tingling sensation, shoulder pain, my head's been pounding, neck feels locked up plus a spinning feeling and I'm worried.",cervical spondylosis
"My problem is neck pain, tingling sensation, rigid neck, shoulder pain plus my head's been pounding for a while now.",cervical spondylosis
"Been having a spinning feeling, shoulder pain, terrible head pain and tingling sensation recently.",cervical spondylosis
"I've been experiencing wooziness, throbbing head pain plus neck pain and it's getting worse.",cervical spondylosis
"I've been dealing with neck pain, shoulder pain, also body parts going numb and I don't know what to do.",cervical spondylosis
"I have rigid neck, neck pain, loss of sensation and tingling sensation and it's getting worse.",cervical spondylosis
I've been dealing with shoulder pain and tingling sensation.,cervical spondylosis
"I've been dealing with shoulder pain, numbness in my body, neck feels locked up, tingling sensation plus neck pain and I don't know what to do.",cervical spondylosis
I'm suffering from numbness in my body combined with neck pain and I don't know what to do.,cervical spondylosis
I've been experiencing neck pain and shoulder pain.,cervical spondylosis
"I've been dealing with tingling sensation, neck pain along with shoulder pain and I don't know what to do.",cervical spondylosis
"Doctor, I've been having shoulder pain, numbness in my body, tingling sensation, neck feels locked up plus neck pain since a few days.",cervical spondylosis
"Recently I've been having body parts going numb, neck feels locked up and neck pain since a few days.",cervical spondylosis
"I feel stiff neck, neck pain, shoulder pain, tingling sensation and numbness in my body since a few days.",cervical spondylosis
"Doctor, I'm dealing with can barely move my neck, my head's been pounding plus shoulder pain.",cervical spondylosis
"Doctor, I'm dealing with kinda body parts going numb and neck pain.",cervical spondylosis
"I've been experiencing body parts going numb, neck pain combined with my head's been pounding.",cervical spondylosis
"I've been dealing with can barely move my neck, pins and needles, throbbing head pain and neck pain and I don't know what to do.",cervical spondylosis
I feel shoulder pain and can barely move my neck recently.,cervical spondylosis
"I've been having shoulder pain, terrible head pain as well as body parts going numb.",cervical spondylosis
"Recently I've started having neck pain, shoulder pain, loss of sensation, stiff neck and also terrible head pain and I'm worried.",cervical spondylosis
"I have pins and needles, throbbing head pain, neck pain, rigid neck and shoulder pain and I don't know what to do.",cervical spondylosis
